Chloride,Cl,-1
Bromide,Br,-1
Iodide,I,-1
Sulfate,SO4,-2
Sulfite,SO3,-2
Nitrate,NO3,-1
Nitrite,NO2,-1
Phosphate,PO4,-3
Phosphite,PO3,-3
